e96534fb27b68192f27f985d3879e173ec77adb8,MODIFY,regular-file,.idea/uiDesigner.xml,8792,46
e6d4050b823f32a34efd98b0ba65e123c91e405b,MODIFY,regular-file,data.json,79,1
9c517d3f4f90beea63a1af9efba4f1373823c1cb,MODIFY,regular-file,src/nl/rkuijt/domain/Goose.java,636,8;37-38;41-42
